age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,id
36,F,2743,Célibataire,Consulting,Consultant,1,80,18,17,13,Oui,0,1,1,16,4,Infra & Cloud,Y,Occasionnel,15,14,3,4,1,1,3,3,3,Non,16.0,1042
39,F,10880,Célibataire,Consulting,Tech Lead,1,80,21,21,6,Non,0,2,1,22,3,Transformation Digitale,Y,Frequent,2,8,4,3,3,1,3,3,3,Oui,13.0,1043
33,F,2342,Célibataire,Commercial,Représentant Commercial,0,80,3,2,2,Non,0,2,1,8,1,Infra & Cloud,Y,Aucun,2,2,2,2,1,4,4,2,3,Non,19.0,1044
45,F,17650,Marié(e),Commercial,Senior Manager,3,80,26,9,3,Non,1,4,1,11,2,Infra & Cloud,Y,Occasionnel,1,1,4,3,4,4,2,4,3,Non,13.0,1045
32,F,4025,Célibataire,Consulting,Consultant,9,80,10,8,7,Non,0,2,1,29,4,Transformation Digitale,Y,Aucun,7,7,4,3,1,3,2,3,3,Non,12.0,1046
34,M,9725,Divorcé(e),Commercial,Cadre Commercial,0,80,16,15,1,Non,1,2,1,1,4,Marketing,Y,Occasionnel,0,9,2,4,2,4,4,2,3,Non,11.0,1047
59,M,11904,Marié(e),Commercial,Senior Manager,3,80,14,6,4,Non,1,1,1,1,2,Entrepreunariat,Y,Occasionnel,0,4,2,3,3,4,3,1,3,Oui,14.0,1048
45,M,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,80,6,6,3,Non,0,3,1,24,4,Transformation Digitale,Y,Occasionnel,0,4,2,3,1,2,1,3,3,Non,16.0,1049
53,F,7525,Marié(e),Commercial,Cadre Commercial,2,80,30,15,7,Non,1,2,1,2,3,Marketing,Y,Frequent,6,12,3,2,3,2,1,3,3,Non,12.0,1050
36,M,4834,Divorcé(e),Consulting,Consultant,7,80,9,1,0,Oui,1,3,1,15,3,Autre,Y,Occasionnel,0,0,1,3,2,3,2,2,3,Non,14.0,1052
26,M,2042,Marié(e),Consulting,Assistant de Direction,6,80,6,3,2,Oui,1,2,1,2,3,Infra & Cloud,Y,Frequent,1,2,1,3,1,1,2,3,3,Oui,14.0,1053
34,F,2220,Marié(e),Commercial,Représentant Commercial,1,80,1,1,1,Non,1,2,1,10,4,Infra & Cloud,Y,Occasionnel,0,0,3,3,1,3,4,3,3,Oui,19.0,1055
28,M,1052,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0,Non,0,5,1,10,1,Transformation Digitale,Y,Occasionnel,0,0,4,3,1,2,2,3,4,Non,22.0,1056
38,M,2821,Marié(e),Consulting,Assistant de Direction,3,80,8,2,2,Non,1,2,1,3,4,Autre,Y,Frequent,2,2,3,3,1,3,1,3,3,Non,16.0,1060
50,M,19237,Marié(e),Consulting,Directeur Technique,2,80,29,8,1,Non,1,2,1,2,4,Transformation Digitale,Y,Occasionnel,7,7,2,3,5,3,4,2,3,Oui,11.0,1061
37,F,4107,Célibataire,Consulting,Manager,3,80,8,4,3,Non,0,3,1,3,3,Autre,Y,Occasionnel,0,1,4,3,2,2,1,2,3,Non,15.0,1062
40,M,8396,Marié(e),Commercial,Cadre Commercial,1,80,8,7,7,Non,1,3,1,26,3,Marketing,Y,Occasionnel,7,5,3,3,2,1,2,2,3,Non,14.0,1066
26,F,2007,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,3,Non,2,5,1,1,1,Transformation Digitale,Y,Frequent,1,3,1,2,1,3,3,3,3,Non,13.0,1068
46,M,19627,Divorcé(e),Consulting,Directeur Technique,9,80,23,2,2,Non,2,0,1,1,4,Transformation Digitale,Y,Occasionnel,2,2,4,3,5,4,4,3,3,Non,17.0,1069
54,F,10686,Marié(e),Commercial,Cadre Commercial,6,80,13,9,4,Non,1,4,1,2,4,Infra & Cloud,Y,Occasionnel,7,0,3,2,3,3,2,3,3,Non,11.0,1070
56,F,2942,Marié(e),Consulting,Assistant de Direction,2,80,18,5,4,Non,1,4,1,9,3,Transformation Digitale,Y,Frequent,0,3,1,3,1,3,2,3,3,Non,19.0,1071
36,F,8858,Célibataire,Consulting,Tech Lead,0,80,15,14,8,Non,0,2,1,12,5,Transformation Digitale,Y,Occasionnel,7,8,4,2,3,4,2,2,3,Non,11.0,1073
55,M,16756,Célibataire,Consulting,Senior Manager,7,80,31,9,7,Non,0,3,1,2,1,Transformation Digitale,Y,Aucun,6,2,3,2,4,1,2,4,3,Non,15.0,1074
43,M,10798,Divorcé(e),Commercial,Cadre Commercial,5,80,18,1,0,Non,1,5,1,25,3,Transformation Digitale,Y,Occasionnel,0,0,3,2,3,4,3,3,3,Non,13.0,1076
20,F,2323,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,Oui,0,3,1,9,3,Marketing,Y,Frequent,0,2,4,3,1,4,2,3,3,Oui,14.0,1077
21,F,1416,Célibataire,Consulting,Consultant,1,80,1,1,0,Oui,0,6,1,10,3,Infra & Cloud,Y,Occasionnel,1,0,3,2,1,1,1,2,3,Non,13.0,1079
46,F,4615,Divorcé(e),Consulting,Assistant de Direction,8,80,19,16,13,Non,3,2,1,8,4,Infra & Cloud,Y,Occasionnel,1,7,4,2,2,1,1,3,4,Oui,23.0,1080
51,M,2461,Marié(e),Consulting,Assistant de Direction,9,80,18,10,0,Oui,3,2,1,4,4,Infra & Cloud,Y,Occasionnel,2,7,1,3,1,3,3,4,3,Oui,12.0,1081
28,M,8722,Célibataire,Consulting,Manager,1,80,10,10,7,Oui,0,2,1,24,2,Entrepreunariat,Y,Aucun,1,9,2,2,3,1,1,2,3,Non,12.0,1082
26,M,3955,Marié(e),Consulting,Consultant,1,80,6,5,3,Non,2,2,1,1,2,Transformation Digitale,Y,Occasionnel,1,3,1,2,1,1,1,3,3,Non,16.0,1083
30,M,9957,Marié(e),Consulting,Tech Lead,0,80,7,6,2,Non,1,1,1,20,3,Autre,Y,Occasionnel,0,2,3,3,2,1,3,2,3,Non,15.0,1084
41,F,3376,Marié(e),Consulting,Assistant de Direction,1,80,10,10,6,Non,0,3,1,7,2,Entrepreunariat,Y,Occasionnel,0,8,2,4,1,3,3,3,3,Non,13.0,1085
38,F,8823,Marié(e),Consulting,Manager,0,80,20,19,9,Non,1,4,1,17,1,Infra & Cloud,Y,Occasionnel,1,9,3,2,3,3,1,2,3,Non,18.0,1088
40,M,10322,Marié(e),Consulting,Manager,4,80,14,11,10,Non,1,6,1,20,4,Entrepreunariat,Y,Occasionnel,11,1,1,3,3,4,4,3,4,Non,20.0,1092
27,M,4621,Marié(e),Consulting,Consultant,1,80,3,3,2,Non,3,4,1,8,5,Infra & Cloud,Y,Aucun,1,2,1,1,1,3,4,3,3,Non,19.0,1094
55,M,10976,Marié(e),Consulting,Tech Lead,3,80,23,3,2,Non,1,4,1,2,1,Infra & Cloud,Y,Frequent,1,2,4,3,3,2,2,3,3,Non,18.0,1096
28,F,3660,Célibataire,Consulting,Assistant de Direction,3,80,10,8,7,Non,0,4,1,10,3,Autre,Y,Occasionnel,1,7,3,3,2,3,4,4,3,Non,13.0,1097
44,M,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,80,24,20,6,Oui,1,1,1,1,2,Transformation Digitale,Y,Occasionnel,3,6,2,2,3,1,4,3,3,Non,14.0,1098
33,M,7119,Divorcé(e),Consulting,Manager,4,80,9,3,2,Non,1,2,1,5,3,Infra & Cloud,Y,Occasionnel,1,2,4,2,3,4,3,3,3,Non,15.0,1099
35,M,9582,Célibataire,Commercial,Cadre Commercial,0,80,9,8,7,Oui,0,2,1,4,3,Entrepreunariat,Y,Occasionnel,4,7,4,3,3,1,1,3,4,Oui,22.0,1100
33,F,4508,Célibataire,Consulting,Assistant de Direction,1,80,14,13,7,Oui,0,4,1,29,4,Transformation Digitale,Y,Frequent,3,8,1,2,2,3,2,3,4,Non,22.0,1101
28,M,2207,Divorcé(e),Consulting,Consultant,1,80,4,4,2,Non,1,5,1,15,2,Infra & Cloud,Y,Occasionnel,2,2,1,3,1,3,4,2,3,Non,16.0,1102
34,M,7756,Célibataire,Consulting,Manager,0,80,7,6,2,Non,0,1,1,3,1,Infra & Cloud,Y,Frequent,0,4,1,3,2,4,3,2,3,Non,17.0,1103
37,F,6694,Divorcé(e),Commercial,Cadre Commercial,2,80,8,1,0,Non,3,5,1,10,4,Infra & Cloud,Y,Occasionnel,0,0,4,2,2,4,3,3,3,Oui,14.0,1105
25,M,3691,Marié(e),Consulting,Consultant,1,80,7,7,7,Oui,1,3,1,4,1,Entrepreunariat,Y,Occasionnel,5,6,4,3,1,4,2,4,3,Oui,15.0,1106
26,M,2377,Divorcé(e),Consulting,Consultant,1,80,1,1,1,Oui,1,0,1,21,3,Transformation Digitale,Y,Occasionnel,0,0,1,3,1,3,3,2,4,Non,20.0,1107
33,M,2313,Célibataire,Consulting,Assistant de Direction,4,80,5,2,2,Oui,0,0,1,25,3,Transformation Digitale,Y,Occasionnel,2,2,1,2,1,2,2,3,4,Oui,20.0,1108
42,M,17665,Marié(e),Consulting,Senior Manager,0,80,23,22,6,Non,1,3,1,2,2,Transformation Digitale,Y,Occasionnel,13,7,4,3,4,1,4,3,3,Non,17.0,1109
28,M,2596,Divorcé(e),Consulting,Consultant,1,80,1,1,0,Oui,2,2,1,1,3,Transformation Digitale,Y,Frequent,0,0,1,2,1,2,1,3,3,Non,15.0,1111
50,M,4728,Célibataire,Commercial,Cadre Commercial,3,80,5,0,0,Oui,0,4,1,1,4,Autre,Y,Frequent,0,0,4,3,2,3,4,3,3,Oui,14.0,1113
33,F,4302,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2,Non,1,3,1,7,3,Infra & Cloud,Y,Frequent,0,2,4,3,2,2,3,3,3,Non,17.0,1114
34,M,2979,Marié(e),Consulting,Assistant de Direction,3,80,6,0,0,Non,3,2,1,3,4,Infra & Cloud,Y,Aucun,0,0,3,2,1,4,4,3,3,Non,17.0,1115
48,M,16885,Célibataire,Consulting,Senior Manager,2,80,27,5,4,Non,0,3,1,1,4,Transformation Digitale,Y,Aucun,2,1,1,4,4,4,3,2,4,Non,22.0,1116
45,F,5593,Marié(e),Commercial,Cadre Commercial,1,80,15,15,10,Non,1,2,1,9,4,Infra & Cloud,Y,Aucun,4,12,2,2,2,3,4,3,3,Non,13.0,1117
52,M,10445,Célibataire,Consulting,Manager,7,80,18,8,6,Non,0,4,1,7,4,Infra & Cloud,Y,Occasionnel,4,0,2,3,3,2,4,3,3,Non,19.0,1118
38,M,8740,Divorcé(e),Commercial,Cadre Commercial,0,80,9,8,7,Non,2,2,1,10,4,Marketing,Y,Occasionnel,2,7,3,2,3,3,2,3,3,Oui,14.0,1119
29,F,2514,Divorcé(e),Consulting,Assistant de Direction,4,80,11,7,5,Non,1,1,1,28,4,Infra & Cloud,Y,Occasionnel,1,7,3,3,1,4,1,3,4,Non,22.0,1120
28,F,7655,Divorcé(e),Consulting,Tech Lead,0,80,10,9,7,Non,3,3,1,3,3,Transformation Digitale,Y,Occasionnel,1,7,4,3,3,2,2,2,3,Non,17.0,1121
46,M,17465,Marié(e),Commercial,Senior Manager,3,80,23,12,9,Non,1,3,1,3,1,Marketing,Y,Occasionnel,4,9,1,3,4,3,4,3,3,Non,12.0,1124
38,M,7351,Célibataire,Commercial,Cadre Commercial,7,80,10,1,0,Non,0,2,1,2,2,Marketing,Y,Occasionnel,0,0,4,3,3,2,3,3,3,Non,16.0,1125
43,F,10820,Marié(e),Consulting,Tech Lead,8,80,18,8,7,Non,1,1,1,27,3,Infra & Cloud,Y,Frequent,0,1,3,3,3,1,3,3,3,Non,11.0,1126
39,M,12169,Divorcé(e),Consulting,Manager,7,80,21,18,7,Oui,3,4,1,2,3,Infra & Cloud,Y,Frequent,11,5,1,3,4,4,4,3,3,Non,11.0,1127
40,M,19626,Célibataire,Consulting,Directeur Technique,1,80,21,20,7,Non,0,2,1,14,3,Transformation Digitale,Y,Occasionnel,4,9,3,2,5,3,1,4,3,Non,14.0,1128
21,F,2070,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2,Non,0,6,1,1,1,Entrepreunariat,Y,Occasionnel,2,2,4,2,1,2,3,4,3,Oui,11.0,1131
39,M,6782,Célibataire,Consulting,Consultant,9,80,9,5,4,Non,0,2,1,9,3,Infra & Cloud,Y,Aucun,0,3,3,3,2,2,3,2,3,Non,15.0,1132
36,M,7779,Célibataire,Consulting,Tech Lead,2,80,18,11,9,Non,0,0,1,18,4,Infra & Cloud,Y,Aucun,0,9,1,3,2,4,1,3,4,Non,20.0,1133
31,M,2791,Marié(e),Commercial,Représentant Commercial,0,80,3,2,2,Non,1,4,1,20,3,Infra & Cloud,Y,Frequent,2,2,3,4,1,4,1,3,3,Non,12.0,1135
28,M,3201,Marié(e),Consulting,Assistant de Direction,0,80,6,5,3,Non,0,2,1,2,1,Infra & Cloud,Y,Occasionnel,0,4,1,2,1,2,1,1,3,Non,17.0,1136
35,M,4968,Divorcé(e),Commercial,Cadre Commercial,1,80,5,5,2,Non,1,3,1,11,2,Marketing,Y,Frequent,0,2,4,3,2,4,4,3,3,Non,11.0,1137
49,M,13120,Marié(e),Commercial,Cadre Commercial,6,80,22,9,8,Non,1,3,1,8,4,Entrepreunariat,Y,Occasionnel,2,3,4,2,4,2,2,3,3,Non,17.0,1138
34,M,4033,Célibataire,Consulting,Tech Lead,2,80,5,3,2,Non,0,3,1,2,2,Infra & Cloud,Y,Frequent,0,2,4,3,2,3,4,2,3,Non,11.0,1140
29,F,3291,Divorcé(e),Consulting,Assistant de Direction,0,80,8,7,5,Non,2,2,1,10,3,Infra & Cloud,Y,Frequent,1,1,4,3,1,2,4,2,3,Non,14.0,1143
42,M,4272,Célibataire,Consulting,Consultant,4,80,16,1,0,Non,0,3,1,29,3,Transformation Digitale,Y,Occasionnel,0,0,2,1,2,4,1,3,3,Non,19.0,1148
29,M,5056,Marié(e),Consulting,Tech Lead,1,80,10,10,7,Non,1,2,1,8,1,Transformation Digitale,Y,Occasionnel,1,2,2,2,2,4,3,2,3,Oui,15.0,1150
38,M,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,80,7,7,6,Non,1,2,1,1,3,Ressources Humaines,Y,Occasionnel,5,0,3,4,1,3,4,4,3,Non,13.0,1152
28,M,2703,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,1,Non,1,2,1,6,3,Infra & Cloud,Y,Frequent,0,2,3,2,1,3,4,3,3,Oui,14.0,1154
18,M,1904,Célibataire,Consulting,Consultant,1,80,0,0,0,Oui,0,0,1,8,1,Transformation Digitale,Y,Aucun,0,0,3,3,1,3,4,3,3,Non,12.0,1156
33,F,8224,Célibataire,Commercial,Cadre Commercial,0,80,6,5,2,Oui,0,3,1,9,4,Marketing,Y,Occasionnel,0,3,1,3,2,1,1,3,3,Oui,17.0,1157
41,M,4766,Marié(e),Consulting,Consultant,3,80,6,1,0,Non,1,4,1,12,4,Infra & Cloud,Y,Occasionnel,0,0,2,3,1,4,1,3,3,Oui,11.0,1158
31,M,2610,Marié(e),Consulting,Consultant,1,80,2,2,2,Oui,1,5,1,15,3,Transformation Digitale,Y,Frequent,2,2,3,3,1,3,3,2,3,Non,12.0,1160
37,F,5731,Divorcé(e),Consulting,Manager,7,80,9,6,2,Non,2,2,1,25,2,Transformation Digitale,Y,Occasionnel,1,3,3,2,2,4,3,3,3,Non,13.0,1161
27,M,2539,Marié(e),Consulting,Assistant de Direction,1,80,4,4,2,Non,1,0,1,6,3,Infra & Cloud,Y,Occasionnel,2,2,4,2,1,3,3,3,3,Non,13.0,1162
34,F,5714,Marié(e),Commercial,Cadre Commercial,1,80,6,6,5,Non,0,3,1,9,1,Infra & Cloud,Y,Occasionnel,1,3,2,3,2,3,1,2,4,Non,20.0,1163
35,M,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,80,6,5,4,Non,0,2,1,8,4,Entrepreunariat,Y,Occasionnel,1,4,3,3,1,3,2,1,3,Non,17.0,1164
29,F,7336,Marié(e),Commercial,Cadre Commercial,1,80,11,11,8,Oui,1,3,1,23,1,Infra & Cloud,Y,Occasionnel,3,10,4,2,3,1,1,1,3,Non,13.0,1165
40,F,13499,Célibataire,Consulting,Directeur Technique,9,80,20,18,7,Non,0,3,1,9,4,Transformation Digitale,Y,Frequent,2,13,2,3,3,3,3,2,3,Non,17.0,1166
42,M,13758,Célibataire,Commercial,Cadre Commercial,0,80,22,21,9,Oui,0,2,1,12,3,Infra & Cloud,Y,Frequent,13,14,3,3,4,1,2,2,3,Oui,12.0,1167
42,M,5155,Célibataire,Commercial,Cadre Commercial,7,80,9,6,4,Non,0,3,1,4,4,Marketing,Y,Occasionnel,1,5,2,3,2,1,4,4,3,Non,13.0,1171
35,M,2258,Marié(e),Consulting,Consultant,6,80,10,8,0,Non,1,2,1,1,4,Transformation Digitale,Y,Occasionnel,1,7,4,2,1,3,2,3,3,Non,12.0,1172
24,M,3597,Célibataire,Consulting,Consultant,8,80,6,4,3,Non,0,2,1,24,3,Transformation Digitale,Y,Occasionnel,1,2,4,3,1,2,4,3,4,Non,22.0,1173
28,F,2515,Marié(e),Consulting,Consultant,1,80,1,1,1,Oui,0,4,1,12,1,Infra & Cloud,Y,Occasionnel,0,0,3,3,1,4,4,2,3,Oui,11.0,1175
26,M,4420,Marié(e),Consulting,Consultant,1,80,8,8,7,Non,1,2,1,3,4,Transformation Digitale,Y,Occasionnel,0,7,1,4,1,4,2,3,4,Non,22.0,1177
30,M,6578,Marié(e),Commercial,Cadre Commercial,1,80,10,10,3,Non,1,3,1,10,3,Marketing,Y,Occasionnel,1,4,3,2,2,3,1,3,3,Non,18.0,1179
40,F,4422,Marié(e),Consulting,Assistant de Direction,3,80,16,1,1,Non,1,3,1,26,2,Transformation Digitale,Y,Frequent,0,0,3,2,2,4,4,1,3,Oui,13.0,1180
35,M,10274,Divorcé(e),Consulting,Tech Lead,2,80,15,7,7,Non,1,2,1,2,3,Infra & Cloud,Y,Occasionnel,6,4,3,2,3,2,2,4,3,Non,18.0,1182
34,M,5343,Célibataire,Consulting,Manager,0,80,14,13,9,Non,0,3,1,1,3,Transformation Digitale,Y,Frequent,4,9,4,2,2,1,3,3,4,Non,20.0,1184
35,M,2376,Marié(e),Consulting,Consultant,1,80,2,2,2,Non,1,2,1,4,4,Autre,Y,Frequent,2,2,4,2,1,4,2,4,3,Non,13.0,1185
43,F,5346,Célibataire,Commercial,Cadre Commercial,8,80,7,4,3,Oui,0,2,1,9,3,Marketing,Y,Occasionnel,1,3,1,1,2,3,2,2,3,Non,13.0,1188
32,F,2827,Divorcé(e),Commercial,Représentant Commercial,1,80,1,1,0,Non,3,3,1,2,1,Infra & Cloud,Y,Aucun,0,0,3,3,1,1,3,3,3,Non,12.0,1190
56,F,19943,Divorcé(e),Consulting,Senior Manager,4,80,28,5,2,Non,1,2,1,4,4,Entrepreunariat,Y,Occasionnel,4,2,4,3,5,1,4,3,3,Non,13.0,1191
29,F,3131,Marié(e),Consulting,Consultant,1,80,10,10,8,Non,1,5,1,6,1,Transformation Digitale,Y,Occasionnel,0,8,2,3,1,4,1,3,3,Non,13.0,1192
19,M,2552,Célibataire,Consulting,Assistant de Direction,1,80,1,1,1,Non,0,4,1,9,2,Infra & Cloud,Y,Occasionnel,0,0,3,3,1,1,3,3,4,Non,25.0,1193
45,F,4477,Marié(e),Consulting,Assistant de Direction,4,80,7,3,2,Non,1,2,1,7,3,Transformation Digitale,Y,Occasionnel,0,2,1,3,1,3,3,2,3,Oui,19.0,1195
37,F,6474,Marié(e),Consulting,Tech Lead,1,80,14,14,8,Non,1,2,1,1,3,Infra & Cloud,Y,Occasionnel,3,11,4,2,2,4,2,2,3,Non,13.0,1196
20,M,3033,Célibataire,Consulting,Consultant,1,80,2,2,2,Non,0,2,1,3,3,Infra & Cloud,Y,Occasionnel,1,2,1,2,1,3,1,2,3,Non,12.0,1198
44,M,2936,Célibataire,Consulting,Assistant de Direction,1,80,6,6,4,Oui,0,4,1,10,4,Infra & Cloud,Y,Occasionnel,0,2,3,3,1,3,3,3,3,Oui,11.0,1200
53,F,18606,Divorcé(e),Consulting,Senior Manager,3,80,26,7,7,Non,1,6,1,7,2,Transformation Digitale,Y,Occasionnel,4,7,4,3,5,3,2,3,3,Non,18.0,1201
29,F,2168,Marié(e),Consulting,Assistant de Direction,0,80,6,5,4,Non,1,2,1,15,1,Infra & Cloud,Y,Occasionnel,1,3,2,1,1,4,1,2,3,Oui,18.0,1202
22,M,2853,Marié(e),Consulting,Assistant de Direction,0,80,1,0,0,Oui,1,5,1,3,4,Infra & Cloud,Y,Frequent,0,0,3,2,1,4,2,3,3,Oui,11.0,1203
46,F,17048,Marié(e),Commercial,Senior Manager,8,80,28,26,15,Non,0,2,1,2,3,Marketing,Y,Occasionnel,15,9,3,3,4,1,1,3,4,Non,23.0,1204
44,M,2290,Célibataire,Consulting,Assistant de Direction,2,80,6,0,0,Non,0,3,1,17,3,Infra & Cloud,Y,Aucun,0,0,4,1,1,3,4,3,3,Non,13.0,1206
33,M,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,80,5,5,4,Non,1,2,1,2,3,Ressources Humaines,Y,Occasionnel,1,4,2,3,1,3,4,3,3,Non,13.0,1207
41,M,2107,Divorcé(e),Consulting,Assistant de Direction,6,80,5,1,0,Oui,1,2,1,5,2,Infra & Cloud,Y,Aucun,0,0,1,2,1,1,1,1,3,Non,17.0,1210
30,M,4115,Divorcé(e),Commercial,Cadre Commercial,8,80,8,4,3,Non,3,3,1,29,4,Infra & Cloud,Y,Occasionnel,0,3,3,3,2,1,3,3,3,Non,19.0,1211
40,M,4327,Marié(e),Commercial,Cadre Commercial,5,80,5,0,0,Non,3,2,1,2,4,Transformation Digitale,Y,Frequent,0,0,2,3,2,2,4,3,3,Non,12.0,1212
50,F,17856,Marié(e),Consulting,Senior Manager,2,80,32,2,2,Non,1,3,1,2,3,Transformation Digitale,Y,Frequent,2,2,4,3,4,1,3,3,4,Non,22.0,1215
28,M,3196,Marié(e),Consulting,Consultant,1,80,6,6,5,Non,3,2,1,19,4,Transformation Digitale,Y,Occasionnel,3,3,4,2,1,1,3,3,3,Non,12.0,1216
46,M,19081,Marié(e),Consulting,Directeur Technique,5,80,25,4,2,Non,1,2,1,15,2,Infra & Cloud,Y,Occasionnel,0,3,4,3,5,2,1,3,3,Non,11.0,1217
35,M,8966,Marié(e),Commercial,Cadre Commercial,3,80,15,7,7,Non,3,2,1,17,4,Infra & Cloud,Y,Occasionnel,1,7,3,3,2,1,4,3,3,Oui,15.0,1218
24,F,2210,Marié(e),Consulting,Consultant,1,80,1,1,0,Oui,1,3,1,17,2,Infra & Cloud,Y,Occasionnel,0,0,4,3,1,2,1,1,3,Non,13.0,1219
33,F,4539,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,Non,1,3,1,25,3,Transformation Digitale,Y,Frequent,0,1,2,3,2,3,1,2,3,Non,12.0,1220
36,M,2741,Divorcé(e),Consulting,Consultant,1,80,7,7,7,Non,1,4,1,6,4,Infra & Cloud,Y,Occasionnel,1,7,3,1,1,3,3,3,3,Non,14.0,1221
30,M,3491,Divorcé(e),Consulting,Consultant,1,80,10,10,7,Non,3,4,1,7,4,Infra & Cloud,Y,Occasionnel,8,9,3,3,2,3,1,2,3,Non,13.0,1224
44,M,4541,Célibataire,Consulting,Assistant de Direction,1,80,20,20,11,Non,0,3,1,29,4,Autre,Y,Occasionnel,13,17,4,3,2,4,2,3,4,Non,25.0,1225
20,M,2678,Célibataire,Commercial,Représentant Commercial,1,80,2,2,1,Non,0,2,1,21,3,Marketing,Y,Occasionnel,2,2,3,4,1,4,4,3,3,Non,17.0,1226
46,M,7379,Divorcé(e),Consulting,Tech Lead,2,80,12,6,3,Non,1,3,1,2,4,Entrepreunariat,Y,Occasionnel,1,4,4,3,2,4,3,2,3,Non,11.0,1228
42,M,6272,Marié(e),Ressources Humaines,Ressources Humaines,7,80,10,4,3,Non,1,3,1,2,5,Transformation Digitale,Y,Aucun,0,3,4,4,2,1,1,4,3,Non,16.0,1231
60,M,5220,Divorcé(e),Commercial,Cadre Commercial,0,80,12,11,7,Non,1,3,1,7,4,Marketing,Y,Occasionnel,1,9,2,4,2,4,2,3,3,Oui,18.0,1233
32,F,2743,Marié(e),Consulting,Consultant,1,80,2,2,2,Non,1,2,1,13,3,Autre,Y,Frequent,2,2,3,2,1,2,3,3,4,Non,20.0,1234
32,F,4998,Célibataire,Consulting,Assistant de Direction,4,80,10,8,7,Non,0,2,1,2,2,Infra & Cloud,Y,Frequent,0,7,4,3,2,3,4,3,3,Oui,14.0,1235
36,F,10252,Divorcé(e),Consulting,Tech Lead,2,80,17,7,7,Non,1,2,1,1,3,Entrepreunariat,Y,Occasionnel,7,7,3,1,3,1,3,3,4,Oui,21.0,1237
33,M,2781,Marié(e),Consulting,Assistant de Direction,0,80,15,14,10,Non,1,5,1,9,3,Transformation Digitale,Y,Occasionnel,4,10,1,3,1,4,2,3,3,Non,13.0,1238
40,F,6852,Divorcé(e),Commercial,Cadre Commercial,7,80,7,5,1,Non,1,2,1,10,3,Entrepreunariat,Y,Occasionnel,1,3,2,2,2,2,2,4,3,Non,12.0,1239
25,M,4950,Célibataire,Commercial,Cadre Commercial,0,80,5,4,3,Non,0,4,1,10,4,Infra & Cloud,Y,Occasionnel,1,1,3,3,2,4,2,3,3,Non,14.0,1240
30,M,3579,Marié(e),Consulting,Assistant de Direction,0,80,12,11,9,Non,1,2,1,1,3,Transformation Digitale,Y,Occasionnel,5,7,4,3,1,2,1,3,4,Oui,21.0,1241
42,F,13191,Marié(e),Consulting,Directeur Technique,3,80,20,1,0,Non,0,6,1,26,5,Transformation Digitale,Y,Frequent,0,0,1,3,3,1,3,3,3,Oui,17.0,1242
35,F,10377,Marié(e),Commercial,Cadre Commercial,4,80,16,13,2,Non,1,6,1,8,2,Marketing,Y,Aucun,4,12,3,2,3,4,2,2,3,Oui,11.0,1243
27,M,2235,Marié(e),Consulting,Assistant de Direction,1,80,9,9,7,Non,2,3,1,14,3,Infra & Cloud,Y,Occasionnel,6,8,1,3,1,1,4,2,3,Oui,14.0,1244
54,F,10502,Divorcé(e),Consulting,Tech Lead,7,80,33,5,4,Non,1,2,1,1,4,Infra & Cloud,Y,Frequent,1,4,4,3,3,3,1,1,3,Non,17.0,1245
44,F,2011,Marié(e),Consulting,Assistant de Direction,1,80,10,10,5,Non,1,5,1,2,1,Infra & Cloud,Y,Occasionnel,7,7,1,4,1,4,4,3,3,Non,13.0,1246
19,F,1859,Célibataire,Consulting,Assistant de Direction,1,80,1,1,1,Oui,0,2,1,10,3,Transformation Digitale,Y,Aucun,0,0,1,2,1,2,2,4,4,Oui,25.0,1248
29,F,3760,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,2,Non,3,5,1,1,3,Infra & Cloud,Y,Occasionnel,1,2,1,3,1,4,1,3,3,Non,15.0,1249
54,M,17779,Marié(e),Consulting,Directeur Technique,3,80,36,10,9,Non,0,2,1,3,3,Infra & Cloud,Y,Occasionnel,0,9,4,3,4,4,1,3,3,Non,14.0,1250
